profile,entry,end,size,name,namespace,memory_block,is_thunk,thunk_target,parameter_count,calling_convention,return_type,caller_count,callers,callee_count,callees,global_ref_count,global_refs,string_count,strings,module,logical_file,owner,original_source,maintained_name,maintained_kind,maintained_confidence,maintained_source_file,maintained_notes,confidence,evidence,status
eur_rev0,0x0030E1E4,0x0030E26F,140,FUN_0030e1e4,Global,oot3d_text,false,,0,unknown,undefined,4,0x0030E0B4;0x0044A760;0x00453BF8;0x0047DA98,1,0x003679B4,20,0x0030E270;0x0030E274;0x0030E278;0x0030E27C;0x00558ABC;0x005B7710;0x005B7714;0x005B7718;0x005B771C;0x005B771E;0x005B7720;0x005B7724;0x005B7728;0x005B772C;0x005B7740;0x005B7744;0x005B7748;0x005B774C;0x005B7750;0x005B7754,0,,runtime,src/oot3d/runtime/native_four_caller_helpers.cpp,runtime,,CompressorState_GetGlobal,function,high,analysis/codebin_decompilation_batch_114.md,Lazily initializes the fixed native compressor state under its static guard and returns the global state pointer.,certain,manual_symbol:CompressorState_GetGlobal; confidence:high; source:analysis/codebin_decompilation_batch_114.md,maintained_symbol
eur_rev0,0x0030E288,0x0030E30B,132,RecursiveLock_EnterImplWithBarrier,Global,oot3d_text,false,,1,default,void,18,0x002C021C;0x002C17D8;0x002C341C;0x002C3580;0x002CE884;0x002DBD08;0x002E1BA0;0x002E2010;0x00308E34;0x0044ACC0;0x0044D458;0x0046BC58;0x00485630;0x004976C4;0x00497CA8;0x004A0660;0x004A07A0;0x004A3BD4,0,,2,0x0030E30C;0x0054AB54,0,,runtime,src/oot3d/runtime/recursive_lock.cpp,recursive_lock,,RecursiveLock_EnterImplWithBarrier,function,high,analysis/codebin_decompilation_batch_091.md,Slow acquisition loop using the native arbiter and an explicit ARM data-synchronization barrier.,certain,manual_symbol:RecursiveLock_EnterImplWithBarrier; confidence:high; source:analysis/codebin_decompilation_batch_091.md,maintained_symbol
eur_rev0,0x0030E310,0x0030E323,20,dtor_0030e310,Global,oot3d_text,false,,0,unknown,undefined,3,0x00306F68;0x00400E74;0x00422898,1,0x0044A518,0,,0,,game/actors,src/oot3d/game/actors/cluster_0030db4c.cpp,cluster_0030db4c,,dtor_0030e310,function,high,analysis/codebin_decompilation_batch_155.md,"Reviews the complete observed native `dtor_0030e310` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:dtor_0030e310; confidence:high; source:analysis/codebin_decompilation_batch_155.md,maintained_symbol
eur_rev0,0x0030E324,0x0030E3A7,132,Finalize_0030e324,Global,oot3d_text,false,,0,unknown,undefined,1,0x00489CCC,2,0x0030E404;0x003351B4,2,0x0030E3A8;0x005B6348,0,,game/actors,src/oot3d/game/actors/cluster_0030db4c.cpp,cluster_0030db4c,,Finalize_0030e324,function,high,analysis/codebin_decompilation_batch_157.md,"Reviews the complete observed native `Finalize_0030e324` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:Finalize_0030e324; confidence:high; source:analysis/codebin_decompilation_batch_157.md,maintained_symbol
eur_rev0,0x0030E3AC,0x0030E3D7,44,Result_DispatchFailureHandler,Global,oot3d_text,false,,4,default,int,48,0x002C1AB4;0x002CE2E8;0x002CE374;0x002D349C;0x002DB3B8;0x002DB500;0x002DC008;0x002F360C;0x002FA0A8;0x002FA198;0x0030D69C;0x0030DA40;0x0030DAB0;0x0040218C;0x00416608;0x00417D14;0x004180A8;0x004181AC;0x00418790;0x00419A0C;0x0041ACE4;0x0041BB94;0x0041BE50;0x00422CB0;0x004230C8;0x00423734;0x004373DC;0x0044A06C;0x0044A134;0x0047DFB4;0x00485B84;0x00489F58;0x00497DE8;0x0049FD20;0x004A3D9C;0x004A3DD0;0x004A3E24;0x004A3E78;0x004A3ECC;0x004A3F20;0x004A3F54;0x004A3F88;0x004A3FBC;0x004A4034;0x004A406C;0x004A40A0;0x004A40D4;0x004A4144,1,0x00409C30,2,0x0030E3D8;0x0054AB3C,0,,runtime,src/oot3d/runtime/result_failure.cpp,result_failure,,Result_DispatchFailureHandler,function,high,analysis/codebin_decompilation_batch_092.md,Forwards the fixed failure context and stack varargs cursor to the installed handler and returns native zero.,certain,manual_symbol:Result_DispatchFailureHandler; confidence:high; source:analysis/codebin_decompilation_batch_092.md,maintained_symbol
eur_rev0,0x0030E3DC,0x0030E403,40,FUN_0030e3dc,Global,oot3d_text,false,,0,unknown,undefined,1,0x002CE818,0,,1,0x00120000,0,,platform/ctr,src/oot3d/platform/ctr/svc.cpp,svc,,KernelIpc_SendCommand00120000ViaHandlePtr,function,high,analysis/codebin_decompilation_batch_110.md,Builds native TLS command 0x00120000 invokes service 0x32 through the supplied handle pointer and returns the result or response word.,certain,manual_symbol:KernelIpc_SendCommand00120000ViaHandlePtr; confidence:high; source:analysis/codebin_decompilation_batch_110.md,maintained_symbol
eur_rev0,0x0030E404,0x0030E513,272,Free,Global,oot3d_text,false,,0,unknown,undefined,3,0x00302118;0x0030E324;0x0030E518,1,0x003351E8,2,0x0030E514;0x0054AB54,0,,game/actors,src/oot3d/game/actors/cluster_0030db4c.cpp,cluster_0030db4c,,Free,function,high,analysis/codebin_decompilation_batch_158.md,"Reviews the complete observed native `Free` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:Free; confidence:high; source:analysis/codebin_decompilation_batch_158.md,maintained_symbol
eur_rev0,0x0030E518,0x00400ADF,32,Finalize_0030e518,Global,oot3d_text,false,,0,unknown,undefined,1,0x004009E4,1,0x0030E404,1,0x00400AE0,0,,game/actors,src/oot3d/game/actors/cluster_0030db4c.cpp,cluster_0030db4c,,Finalize_0030e518,function,high,analysis/codebin_decompilation_batch_155.md,"Reviews the complete observed native `Finalize_0030e518` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:Finalize_0030e518; confidence:high; source:analysis/codebin_decompilation_batch_155.md,maintained_symbol
eur_rev0,0x0030E52C,0x0030E543,24,FUN_0030e52c,Global,oot3d_text,false,,0,unknown,undefined,0,,1,0x0030E560,0,,0,,game/actors,src/oot3d/game/actors/cluster_0030db4c.cpp,cluster_0030db4c,,,,,,,probable,call/address/global cluster,clustered
eur_rev0,0x0030E544,0x0030E54F,12,FUN_0030e544,Global,oot3d_text,false,,0,unknown,undefined,1,0x0044B48C,0,,0,,0,,runtime,src/oot3d/runtime/native_state.cpp,runtime_state,,State_SetWord1CMinusOne_0030E544,function,high,analysis/codebin_decompilation_batch_109.md,Writes native sentinel minus one to state word offset 0x1C in the paired clone.,certain,manual_symbol:State_SetWord1CMinusOne_0030E544; confidence:high; source:analysis/codebin_decompilation_batch_109.md,maintained_symbol
eur_rev0,0x0030E550,0x0030E55F,16,FUN_0030e550,Global,oot3d_text,false,,0,unknown,undefined,1,0x0040294C,0,,0,,0,,engine/resource,src/oot3d/engine/resource/native_range_aware_small_fixedpoint.cpp,resource,,ArchiveState_InvalidateFields34And54,function,high,analysis/codebin_decompilation_batch_145.md,Stores the invalid archive handle sentinel in the native words at offsets 0x34 and 0x54.,certain,manual_symbol:ArchiveState_InvalidateFields34And54; confidence:high; source:analysis/codebin_decompilation_batch_145.md,maintained_symbol
eur_rev0,0x0030E560,0x0030E56B,12,FUN_0030e560,Global,oot3d_text,false,,0,unknown,undefined,2,0x0030E52C;0x0044B48C,0,,0,,0,,engine/resource,src/oot3d/engine/resource/native_two_caller_microleaves.cpp,resource,,ArchiveState_SetField1CInvalid,function,high,analysis/codebin_decompilation_batch_105.md,Stores minus one in native archive state field 1C.,certain,manual_symbol:ArchiveState_SetField1CInvalid; confidence:high; source:analysis/codebin_decompilation_batch_105.md,maintained_symbol
eur_rev0,0x0030E56C,0x0030E5CB,96,FUN_0030e56c,Global,oot3d_text,false,,0,unknown,undefined,1,0x004003FC,0,,3,0x0030E5CC;0x0030E5D0;0x0030E5D4,0,,engine/render,src/oot3d/engine/render/native_structural_leaves.cpp,renderer,,Pica_EncodeSignedMagnitude12,function,high,analysis/codebin_decompilation_batch_124.md,Encodes the finite scalar into the observed sign and 11-bit magnitude representation.,certain,manual_symbol:Pica_EncodeSignedMagnitude12; confidence:high; source:analysis/codebin_decompilation_batch_124.md,maintained_symbol
eur_rev0,0x0030E5D8,0x0030E5FF,40,CloseArchive,Global,oot3d_text,false,,0,unknown,undefined,1,0x00435D20,0,,1,0x0030E600,0,,game/actors,src/oot3d/game/actors/cluster_0030db4c.cpp,cluster_0030db4c,,CloseArchive,function,high,analysis/codebin_decompilation_batch_155.md,"Reviews the complete observed native `CloseArchive` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:CloseArchive; confidence:high; source:analysis/codebin_decompilation_batch_155.md,maintained_symbol
eur_rev0,0x0030E604,0x004221CF,140,SleepImpl,Global,oot3d_text,false,,0,unknown,undefined,22,0x002CE4CC;0x002D349C;0x002D4A60;0x002DBE88;0x002F9E90;0x002FF8E0;0x0030DE88;0x0031FF64;0x0032B1C4;0x00348BE4;0x003FFE10;0x0041BE50;0x0042C988;0x00435A50;0x00449F38;0x0044ACC0;0x00456BD8;0x004717FC;0x004899F0;0x00489AD0;0x00489F58;0x004C066C,0,,2,0x0030E678;0x0030E67C,0,,game/actors,src/oot3d/game/actors/cluster_0030db4c.cpp,cluster_0030db4c,,SleepImpl,function,high,analysis/codebin_decompilation_batch_157.md,"Reviews the complete observed native `SleepImpl` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:SleepImpl; confidence:high; source:analysis/codebin_decompilation_batch_157.md,maintained_symbol
eur_rev0,0x0030E680,0x0030E6A3,36,GetIpcObject,Global,oot3d_text,false,,0,unknown,undefined,2,0x003FFCF8;0x003FFFB8,1,0x003351B4,1,0x0030E6A4,0,,unknown,src/oot3d/unknown/cluster_0030e680.cpp,cluster_0030e680,,GetIpcObject,function,high,analysis/codebin_decompilation_batch_155.md,"Reviews the complete observed native `GetIpcObject` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:GetIpcObject; confidence:high; source:analysis/codebin_decompilation_batch_155.md,maintained_symbol
eur_rev0,0x0030E6A8,0x0030E7B3,268,Allocate_0030e6a8,Global,oot3d_text,false,,0,unknown,undefined,6,0x003FFB80;0x003FFFB8;0x0041B2C0;0x00422AF8;0x00435B00;0x00435D20,2,0x003351E8;0x00436338,2,0x0030E7B4;0x0054AB54,0,,unknown,src/oot3d/unknown/cluster_0030e680.cpp,cluster_0030e680,,Allocate_0030e6a8,function,high,analysis/codebin_decompilation_batch_158.md,"Reviews the complete observed native `Allocate_0030e6a8` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:Allocate_0030e6a8; confidence:high; source:analysis/codebin_decompilation_batch_158.md,maintained_symbol
eur_rev0,0x0030E7B8,0x0030E987,464,FUN_0030e7b8,Global,oot3d_text,false,,0,unknown,undefined,2,0x00302288;0x003FFB80,3,0x003024FC;0x00302540;0x00339384,2,0x0030E988;0x0030E98C,0,,engine/resource,src/oot3d/engine/resource/native_triple_callee_closure.cpp,resource,,BinaryIndex_FindRecord24,function,high,analysis/codebin_decompilation_batch_128.md,"Hashes the native key, walks the binary index chain, and returns the matching 24-byte record.",certain,manual_symbol:BinaryIndex_FindRecord24; confidence:high; source:analysis/codebin_decompilation_batch_128.md,maintained_symbol
eur_rev0,0x0030E990,0x0030EB5F,464,FUN_0030e990,Global,oot3d_text,false,,0,unknown,undefined,2,0x00302288;0x003FFB80,3,0x003024FC;0x00302540;0x00339384,2,0x0030EB60;0x0030EB64,0,,engine/resource,src/oot3d/engine/resource/native_triple_callee_closure.cpp,resource,,BinaryIndex_FindRecord32,function,high,analysis/codebin_decompilation_batch_128.md,"Hashes the native key, walks the binary index chain, and returns the matching 32-byte record.",certain,manual_symbol:BinaryIndex_FindRecord32; confidence:high; source:analysis/codebin_decompilation_batch_128.md,maintained_symbol
eur_rev0,0x0030EB68,0x0030EC47,224,Free_0030eb68,Global,oot3d_text,false,,0,unknown,undefined,1,0x003FFDD0,1,0x003351E8,2,0x0030EC48;0x0054AB54,0,,unknown,src/oot3d/unknown/cluster_0030e680.cpp,cluster_0030e680,,Free_0030eb68,function,high,analysis/codebin_decompilation_batch_157.md,"Reviews the complete observed native `Free_0030eb68` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:Free_0030eb68; confidence:high; source:analysis/codebin_decompilation_batch_157.md,maintained_symbol
eur_rev0,0x0030EC4C,0x004537FF,328,TrySeek,Global,oot3d_text,false,,0,unknown,undefined,3,0x003FFA68;0x00437D50;0x00437DEC,1,0x002EB030,2,0x0030ECF8;0x00453800,0,,unknown,src/oot3d/unknown/cluster_0030e680.cpp,cluster_0030e680,,TrySeek,function,high,analysis/codebin_decompilation_batch_158.md,"Reviews the complete observed native `TrySeek` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:TrySeek; confidence:high; source:analysis/codebin_decompilation_batch_158.md,maintained_symbol
eur_rev0,0x0030ECFC,0x0030ED7F,132,TryRead,Global,oot3d_text,false,,0,unknown,undefined,5,0x0041724C;0x0042C698;0x00437D50;0x00437DEC;0x00437E90,1,0x00435A50,0,,0,,engine/render,src/oot3d/engine/render/cmbrenderer_submitdrawhandle.cpp,CmbRenderer_SubmitDrawHandle,,TryRead,function,high,analysis/codebin_decompilation_batch_157.md,"Reviews the complete observed native `TryRead` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:TryRead; confidence:high; source:analysis/codebin_decompilation_batch_157.md,maintained_symbol
eur_rev0,0x0030ED80,0x0030EDD7,88,FUN_0030ed80,Global,oot3d_text,false,,0,unknown,undefined,3,0x003560D8;0x0036EC40;0x00465534,3,0x0030C1E8;0x0030C20C;0x0030C550,0,,0,,engine/render,src/oot3d/engine/render/native_triple_callee_closure.cpp,renderer,,RendererCommandQueue_AppendThreeWordPacket,function,high,analysis/codebin_decompilation_batch_128.md,Allocates and appends the observed compact renderer command packet from the global queue.,certain,manual_symbol:RendererCommandQueue_AppendThreeWordPacket; confidence:high; source:analysis/codebin_decompilation_batch_128.md,maintained_symbol
eur_rev0,0x0030EDE0,0x0030EE13,52,RendererObjectRef_Clear,Global,oot3d_text,false,,1,default,void,15,0x002CFCF0;0x002CFD24;0x002CFE00;0x002D0190;0x00356018;0x00356058;0x003560D8;0x0036EC40;0x003FF980;0x0044F2A8;0x00465304;0x00465534;0x00478DB4;0x0047D804;0x0047D888,0,,0,,0,,engine/render,src/oot3d/engine/render/object_reference.cpp,object_reference,,RendererObjectRef_Clear,function,high,analysis/codebin_decompilation_batch_084.md,Clears a renderer object reference and its matching native object back-reference.,certain,manual_symbol:RendererObjectRef_Clear; confidence:high; source:analysis/codebin_decompilation_batch_084.md,maintained_symbol
eur_rev0,0x0030EE14,0x0030EEA3,144,RendererObjectRef_Assign,Global,oot3d_text,false,,2,default,void *,15,0x002CFCF0;0x002CFD24;0x002CFE00;0x002D0190;0x00356018;0x00356058;0x003560D8;0x0036EC40;0x003FF980;0x0044F2A8;0x00465304;0x00465534;0x00478DB4;0x0047D804;0x0047D888,0,,1,0x0030EEA4,0,,engine/render,src/oot3d/engine/render/object_reference.cpp,object_reference,,RendererObjectRef_Assign,function,high,analysis/codebin_decompilation_batch_084.md,"Assigns a type-compatible renderer object, runs its native activation hooks, and installs the back-reference.",certain,manual_symbol:RendererObjectRef_Assign; confidence:high; source:analysis/codebin_decompilation_batch_084.md,maintained_symbol
eur_rev0,0x0030EEA8,0x0030EFA7,256,FUN_0030eea8,Global,oot3d_text,false,,0,unknown,undefined,3,0x00344930;0x003FF94C;0x00453FEC,1,0x0030B44C,2,0x0030EFA8;0x0030EFAC,0,,runtime,src/oot3d/runtime/native_three_caller_helpers.cpp,runtime,,LinearFloatTrack_StartScaledTransition,function,high,analysis/codebin_decompilation_batch_115.md,Evaluates the embedded native linear float track and starts a direction-aware transition with a duration clamped to at least one.,certain,manual_symbol:LinearFloatTrack_StartScaledTransition; confidence:high; source:analysis/codebin_decompilation_batch_115.md,maintained_symbol
eur_rev0,0x0030EFB0,0x0030F0BF,272,FUN_0030efb0,Global,oot3d_text,false,,0,unknown,undefined,6,0x002DDFD0;0x0033B608;0x00342230;0x004536A4;0x0048963C;0x004896F4,2,0x0030F0FC;0x00313BDC,0,,0,,runtime,src/oot3d/runtime/native_fanout_band_helpers.cpp,runtime,,IntrusiveOwnerList_ForEachCallback,function,high,analysis/codebin_decompilation_batch_113.md,Visits every owner in either native intrusive-list direction through a temporary back-reference and returns the callback pointer.,certain,manual_symbol:IntrusiveOwnerList_ForEachCallback; confidence:high; source:analysis/codebin_decompilation_batch_113.md,maintained_symbol
eur_rev0,0x0030F0C0,0x0030F0D3,20,RuntimeHandleTable_Resolve,Global,oot3d_text,false,,2,default,void *,11,0x002DDFD0;0x002FF314;0x0030B488;0x0033B608;0x00342230;0x004535D8;0x004536A4;0x0046536C;0x0047FF6C;0x0048963C;0x004896F4,0,,0,,0,,runtime,src/oot3d/runtime/handle_table.cpp,handle_table,,RuntimeHandleTable_Resolve,function,high,analysis/codebin_decompilation_batch_095.md,Masks the handle generation byte and resolves the remaining 24-bit index into the table's 0x48-byte entries.,certain,manual_symbol:RuntimeHandleTable_Resolve; confidence:high; source:analysis/codebin_decompilation_batch_095.md,maintained_symbol
eur_rev0,0x0030F0D4,0x0030F0EB,24,FUN_0030f0d4,Global,oot3d_text,false,,0,unknown,undefined,4,0x002DD384;0x003FF874;0x003FF8D0;0x00453070,0,,0,,0,,engine/render,src/oot3d/engine/render/native_leaf_helpers.cpp,renderer_leaf_helpers,,CmbRendererDrawState_SetCount,function,high,analysis/codebin_decompilation_batch_099.md,Stores the native draw count and sets its active byte exactly when the count is positive.,certain,manual_symbol:CmbRendererDrawState_SetCount; confidence:high; source:analysis/codebin_decompilation_batch_099.md,maintained_symbol
eur_rev0,0x0030F0EC,0x0030F0F7,12,RuntimeHandleTable_GetGlobal,Global,oot3d_text,false,,0,default,void *,21,0x002CFD74;0x002DDFB0;0x002DDFD0;0x002FF314;0x0030B488;0x0033B608;0x00342230;0x0036EC40;0x0037547C;0x003FF874;0x003FF8D0;0x004535D8;0x004536A4;0x0046536C;0x00465464;0x0047D7E0;0x0047D888;0x0047FF6C;0x00484A28;0x0048963C;0x004896F4,0,,2,0x0030F0F8;0x0054ABBC,0,,runtime,src/oot3d/runtime/handle_table.cpp,handle_table,,RuntimeHandleTable_GetGlobal,function,high,analysis/codebin_decompilation_batch_095.md,"Returns the process-wide runtime handle-table object used by audio, pause and renderer callers.",certain,manual_symbol:RuntimeHandleTable_GetGlobal; confidence:high; source:analysis/codebin_decompilation_batch_095.md,maintained_symbol
eur_rev0,0x0030F0FC,0x0030F127,44,FUN_0030f0fc,Global,oot3d_text,false,,0,unknown,undefined,3,0x0030EFB0;0x003FF758;0x00402BAC,2,0x004940F8;0x00494100,0,,0,,runtime,src/oot3d/runtime/native_reference_helpers.cpp,runtime_reference,,BackReference_AttachAtOffset0C,function,high,analysis/codebin_decompilation_batch_112.md,Attaches the native link owner and installs its back-reference in object field 0x0C after releasing the prior state when required.,certain,manual_symbol:BackReference_AttachAtOffset0C; confidence:high; source:analysis/codebin_decompilation_batch_112.md,maintained_symbol
eur_rev0,0x0030F128,0x0030F38B,552,FUN_0030f128,Global,oot3d_text,false,,0,unknown,undefined,1,0x00371178,5,0x00358EF8;0x0036788C;0x003679B4;0x00372D94;0x00372F0C,8,0x00100000;0x0030F1E0;0x0030F38C;0x0030F390;0x0030F394;0x0030F398;0x0055A21C;0x005BE734,0,,game/effects,src/oot3d/game/effects/native_ready_medium_band.cpp,effect,,EffectSs_InitializeMaterialAnimationSlot,function,high,analysis/codebin_decompilation_batch_143.md,Loads the observed CMB and optional CMAB into an effect renderer slot.,certain,manual_symbol:EffectSs_InitializeMaterialAnimationSlot; confidence:high; source:analysis/codebin_decompilation_batch_143.md,maintained_symbol
eur_rev0,0x0030F39C,0x0030F4CB,280,ResourceAvailability_Query,Global,oot3d_text,false,,3,default,uint,3,0x003FE840;0x003FE85C;0x003FE878,1,0x003225C4,6,0x0030F3B4;0x0030F4CC;0x005B4FBC;0x005B4FD8;0x005B4FE8;0x005B5004,0,,engine/render,src/oot3d/engine/render/cmbrenderer_submitdrawhandle.cpp,CmbRenderer_SubmitDrawHandle,,ResourceAvailability_Query,function,high,analysis/codebin_decompilation_batch_032.md,"Queries one or both native resource registries and returns 0x10000, 0x20000, or 0x30000.",certain,manual_symbol:ResourceAvailability_Query; confidence:high; source:analysis/codebin_decompilation_batch_032.md,maintained_symbol
eur_rev0,0x0030F4D0,0x00452933,776,CmbRenderer_SubmitDrawHandle,Global,oot3d_text,false,,2,default,void,4,0x002FAD2C;0x002FAE10;0x002FEA30;0x003FE374,14,0x002DD6D0;0x002EA028;0x002F9C74;0x003130A4;0x00314870;0x0032471C;0x0045259C;0x00452934;0x00452B40;0x00452F04;0x00454780;0x004547DC;0x00466E2C;0x0047D6AC,1,0x0030F6AC,0,,engine/render,src/oot3d/engine/render/cmbrenderer_submitdrawhandle.cpp,CmbRenderer_SubmitDrawHandle,,CmbRenderer_SubmitDrawHandle,function,high,analysis/codebin_decompilation_batch_018.md,Builds or patches native mesh packets and submits every visible mesh.,certain,manual_symbol:CmbRenderer_SubmitDrawHandle; confidence:high; source:analysis/codebin_decompilation_batch_018.md,maintained_symbol
eur_rev0,0x0030F6B0,0x0030F8F7,584,FUN_0030f6b0,Global,oot3d_text,false,,0,unknown,undefined,3,0x002BB1CC;0x0036B4EC;0x003FE300,1,0x00372224,2,0x0030F8F8;0x0030F8FC,0,,engine/animation,src/oot3d/engine/animation/native_three_caller_helpers.cpp,animation,,SkelAnime_BlendTransformTable,function,high,analysis/codebin_decompilation_batch_115.md,Blends complete 0x34-byte native skeleton transform records and rebuilds an orthonormal basis or copies the second table at full weight.,certain,manual_symbol:SkelAnime_BlendTransformTable; confidence:high; source:analysis/codebin_decompilation_batch_115.md,maintained_symbol
eur_rev0,0x0030F900,0x0030F963,100,FUN_0030f900,Global,oot3d_text,false,,0,unknown,undefined,4,0x002BB1CC;0x0032C408;0x0036B4EC;0x003FE300,1,0x002D4258,0,,0,,engine/animation,src/oot3d/engine/animation/transform_interp.cpp,animation,,AnimationTransform_InterpArray,function,high,analysis/codebin_decompilation_batch_102.md,Interpolates an array of 52-byte animation transforms and marks only the selected element for the native helper.,certain,manual_symbol:AnimationTransform_InterpArray; confidence:high; source:analysis/codebin_decompilation_batch_102.md,maintained_symbol
eur_rev0,0x0030F964,0x0030F9EB,136,SkelAnime_ConstructState,Global,oot3d_text,false,,1,default,void,3,0x003220F4;0x00341268;0x003413EC,0,,3,0x0030F9EC;0x0030F9F0;0x004EC030,0,,engine/actors,src/oot3d/engine/actors/cluster_0030f6b0.cpp,cluster_0030f6b0,,SkelAnime_ConstructState,function,high,analysis/codebin_decompilation_batch_032.md,Initializes the complete 0x84-byte SkelAnime state and its embedded pose hook.,certain,manual_symbol:SkelAnime_ConstructState; confidence:high; source:analysis/codebin_decompilation_batch_032.md,maintained_symbol
eur_rev0,0x0030F9F4,0x0030FA1B,40,FUN_0030f9f4,Global,oot3d_text,false,,0,unknown,undefined,4,0x0015D150;0x00183C00;0x00207BCC;0x00214678,0,,0,,0,,engine/actors,src/oot3d/engine/actors/cluster_0030f6b0.cpp,cluster_0030f6b0,,,,,,,probable,call/address/global cluster,clustered
eur_rev0,0x0030FA1C,0x0030FD77,860,ActorModelPose_ApplyCsabFrame,Global,oot3d_text,false,,3,default,void,3,0x00337200;0x00353190;0x0036C950,6,0x003283A0;0x00347550;0x0034807C;0x00350820;0x003679B4;0x0048BA98,14,0x0030FD78;0x0030FD7C;0x0030FD80;0x0030FD84;0x0030FD88;0x0030FD8C;0x0030FD90;0x0030FD94;0x00487A2C;0x004DF42C;0x004DF430;0x004DF434;0x004DF438;0x005313FC,0,,engine/actors,src/oot3d/engine/actors/cluster_0030f6b0.cpp,cluster_0030f6b0,,ActorModelPose_ApplyCsabFrame,function,high,analysis/codebin_decompilation_batch_023.md,Samples the selected CSAB and builds one exact 0x30-byte local matrix per model bone.,certain,manual_symbol:ActorModelPose_ApplyCsabFrame; confidence:high; source:analysis/codebin_decompilation_batch_023.md,maintained_symbol
eur_rev0,0x0030FD98,0x0030FDA7,16,FUN_0030fd98,Global,oot3d_text,false,,0,unknown,undefined,5,0x003220F4;0x00337200;0x00341268;0x003413EC;0x004BF618,0,,0,,0,,engine/render,src/oot3d/engine/render/native_leaf_helpers.cpp,renderer_leaf_helpers,,DrawObject_SetFrameStep,function,high,analysis/codebin_decompilation_batch_099.md,Stores the floating frame step in the nested draw-object state when that state exists.,certain,manual_symbol:DrawObject_SetFrameStep; confidence:high; source:analysis/codebin_decompilation_batch_099.md,maintained_symbol
eur_rev0,0x0030FDA8,0x0030FE73,204,FUN_0030fda8,Global,oot3d_text,false,,0,unknown,undefined,4,0x002D3D60;0x002D3F2C;0x00328350;0x003FDAD0,0,,0,,0,,engine/render,src/oot3d/engine/render/native_four_caller_helpers.cpp,renderer,,RendererSubmissionGroup_InsertLastPairSorted,function,high,analysis/codebin_decompilation_batch_114.md,Insertion-sorts the newly appended native value and key pair within the selected submission lane while preserving pair alignment.,certain,manual_symbol:RendererSubmissionGroup_InsertLastPairSorted; confidence:high; source:analysis/codebin_decompilation_batch_114.md,maintained_symbol
eur_rev0,0x0030FE74,0x0030FECF,92,FUN_0030fe74,Global,oot3d_text,false,,0,unknown,undefined,0,,6,0x0030266C;0x0030FF04;0x0031002C;0x00310040;0x00310118;0x0031012C,0,,0,,ui/runtime,src/oot3d/ui/runtime/native_indirect_ready_small_roots.cpp,ui,,UiRoot_DisableSleep_And_SetSleepQueryCallback_0030FE74,function,high,analysis/codebin_decompilation_batch_148.md,"Executes the complete observed native ui root through `DisableSleep`, `SetSleepQueryCallback`, `SetSleepCancelCallback`, `SetAwakeCallback` and additional maintained calls and preserves its local field and control-flow effects.",certain,manual_symbol:UiRoot_DisableSleep_And_SetSleepQueryCallback_0030FE74; confidence:high; source:analysis/codebin_decompilation_batch_148.md,maintained_symbol
eur_rev0,0x0030FED0,0x0030FEFF,48,FUN_0030fed0,Global,oot3d_text,false,,0,unknown,undefined,0,,3,0x002EA87C;0x003101DC;0x00449DDC,1,0x0030FF00,0,,ui/pause,src/oot3d/ui/pause/native_indirect_ready_microleaves.cpp,pause,,PauseRuntime_FinalizeIfActive,function,high,analysis/codebin_decompilation_batch_147.md,Waits for VSync finalizes nngx and pause resources then clears the active byte when the runtime is initialized.,certain,manual_symbol:PauseRuntime_FinalizeIfActive; confidence:high; source:analysis/codebin_decompilation_batch_147.md,maintained_symbol
eur_rev0,0x0030FF04,0x00310023,288,nngxDeleteDisplaybuffers,Global,oot3d_text,false,,0,unknown,undefined,1,0x0030FE74,0,,7,0x00310024;0x00310028;0x0054A808;0x0054A810;0x005A7058;0x005A705C;0x005A7060,0,,engine/actors,src/oot3d/engine/actors/cluster_0030f6b0.cpp,cluster_0030f6b0,,nngxDeleteDisplaybuffers,function,high,analysis/codebin_decompilation_batch_158.md,"Reviews the complete observed native `nngxDeleteDisplaybuffers` body and establishes its public ABI from the OoT3D entry frame, register and stack flow, and maintained callee contracts.",certain,manual_symbol:nngxDeleteDisplaybuffers; confidence:high; source:analysis/codebin_decompilation_batch_158.md,maintained_symbol
